Author,Work,Citation,Original,English
Vitruvius,Ten Books on Architecture,7.3.8,"Itaque tectoria, quae recte sunt facta, nequevetustatibus fiunt horrida neque, cum extergentur, remittunt colores, nisi si parum diligenter et in aridofuerint inducti. cum ergo ita in parietibus tectoria factafuerint, uti supra scriptum est, et firmitatem etsplendorem et ad vetustatem permanentem virtutempoterunt habere. cum vero unum corium harenae etunum minuti marmoris erit inductum, tenuitas eiusminus valendo faciliter rumpitur nec splendorempolitionibus propter inbecillitatem crassitudinisproprium obtinebit.","Hence, stucco that is properly made does not get rough as time goes on, nor lose its colours when it is wiped off, unless they have been laid on with little care and after it is dry. So, when the stucco on walls is made as described above, it will have strength and brilliancy, and an excellence that will last to a great age. But when only one coat of sand mortar and one of fine marble have been spread on, its thin layer is easily cracked from want of strength, and from its lack of thickness it will not take on the brilliance, due to polishing, which it ought to have."
Vitruvius,Ten Books on Architecture,7.3.9,"Quemadmodum enim speculum argenteum tenuilamella ductum incertas et sine viribus habetremissiones splendoris, quod autem e solidatemperatura fuerit factum, recipiens in se firmisviribus politionem fulgentes in aspectu certasqueconsiderantibus imagines reddet, sic tectoria, quae extenui sunt ducta materia, non modo sunt rimosa, sedetiam celeriter evanescunt, quae autem fundataharenationis et marmoris soliditate sunt crassitudinespissa, cum sunt politionibus crebris subacta, nonmodo sunt nitentia, sed etiam imagines expressasaspicientibus ex eo opere remittunt.","Just as a silver mirror that is formed of a thin plate reflects indistinctly and with a feeble light, while one that is substantially made can take on a very high polish, and reflects a brilliant and distinct image when one looks therein, so it is with stucco. When the stuff of which it is formed is thin, it not only cracks but also soon fades; when, however, it has a solid foundation of sand mortar and of marble, thickly and compactly applied, it is not only brilliant after being subjected to repeated polishings, but also reflects from its surface a clear image of the beholder."
Vitruvius,Ten Books on Architecture,7.3.11,"Sin autem in craticiis tectoria erunt facienda, quibusnecesse est in arrectariis et transversariis rimas fieri,ideo quod, luto cum linuntur, necessario recipiuntumorem, cum autem arescunt, extenuati in tectoriisfaciunt rimas, id ut non fiat, haec erit ratio. cum pariestotus luto inquinatus fuerit, tunc in eo opere cannaeclavis muscariis perpetuae figantur, deinde iterum lutoinducto, si priores transversariis harundinibus fixaesunt, secundae erectis figantur, et ita, uti suprascriptum est, harenatum et marmor et omne tectoriuminducatur. ita cannarum duplex in parietibusharundinibus transversis fixa perpetuitas nec segminanec rimam ullam fieri patietur.","But if stucco has to be made on “wattle and daub,” where there must be cracks at the uprights and cross-sticks, because they must take in moisture when they are daubed with the mud, and cause cracks in the stucco when they dry and shrink, the following method will prevent this from happening. After the whole wall has been smeared with the mud, nail rows of reeds to it by means of “fly-nails,” then spread on the mud a second time, and, if the first rows have been nailed with the shafts transverse, nail on a second set with the shafts vertical, and then, as above described, spread on the sand mortar, the marble, and the whole mass of stucco. Thus, the double series of reeds with their shafts crossing on the walls will prevent any chipping or cracking from taking place."
Vitruvius,Ten Books on Architecture,7.5.1,"Ceteris conclavibus, id est vernis, autumnalibus, aestivis, etiam atriis et peristylis, constitutae sunt abantiquis ex certis rebus certae rationes picturarum. namque pictura imago fit eius, quod est seu potestesse, uti homines, aedificia, naves, reliquarumquererum, e quibus finitis certisque corporibus figuratasimilitudine sumuntur exempla. ex eo antiqui, quiinitia expolitionibus instituerunt, imitati sunt primumcrustarum marmorearum varietates et conlocationes, deinde coronarum, †siliculorum, cuneorum inter sesevarias distributiones.","who introduced polished finishings began by representing different kinds of marble slabs in different positions, and then cornices and blocks ... they occur to me, and first I shall treat of marble, since I spoke of lime at the beginning."
Vitruvius,Ten Books on Architecture,7.6,"Marmor non eodem genere omnibus regionibus procreatur, sed quibusdam locis glaebae ut salis micas perlucidas habentes nascuntur, quae contusae et molitae praestant operibus utilitatem. quibus autem locis eae copiae non sunt, caementa marmorea, sive assulae dicuntur, quae marmorarii ex operibus deiciunt, contunduntur et moluntur, et cum est subcretum, in operibus utuntur. aliis locis, ut inter Magnesiae et Ephesi fines, sunt loca, unde foditur farina parata, quam nec molere nec cernere opus est, sed sic est subtilis, quemadmodum si qua est manu contusa et subcreta.
Colores vero alii sunt, qui per se certis locis procreantur et inde fodiuntur, nonnulli ex aliis rebus tractationibus aut mixtionum temperaturis compositi perficiuntur, uti praestent eandem in operibus utilitatem.","CHAPTER VI: MARBLE FOR USE IN STUCCO MARBLE is not produced everywhere of the same kind. In ... places where this is not found, the broken bits of marble or “chips,” as they are called, which marble-workers throw down as they work, may be crushed"
Vitruvius,Ten Books on Architecture,7.10.2,"Namque aedificatur locus uti laconicum et expoliturmarmore subtiliter et levigatur. ante id fit fornaculahabens in laconicum nares, et eius praefurnium magnadiligentia comprimitur, ne flamma extra dissipetur. infornace resina conlocatur. hanc autem ignis potestasurendo cogit emittere per nares intra laconicumfuliginem, quae circa parietem et camerae curvaturamadhaerescit. inde collecta partim componitur exgummi subacta ad usum atramenti librarii, reliquumtectores glutinum admiscentes in parietibus utuntur.","place is built like a Laconicum, and nicely finished in marble, smoothly polished. In front of it, a small furnace"
Vitruvius,Ten Books on Architecture,10.2.15,"Pusillum extra progrediar et de his lapidicinis, quemadmodum sint inventae, exponam. Pixodarusfuerat pastor. is in his locis versabatur. cum autemcives Ephesiorum cogitarent fanum Dianae exmarmore facere decernerentque, a Paro, Proconnenso, Heraclea, Thaso uti marmor peteretur, propulsisovibus Pixodarus in eodem loco pecus pascebat, ibiqueduo arietes inter se concurrentes alius aliumpraeterierunt et impetu facto unus cornibus percussitsaxum, ex quo crusta candidissimo colore fueratdeiecta. ita Pixodarus dicitur oves in montibusreliquisse et crustam cursim Ephesum, cum maximede ea re ageretur, detulisse. ita statim honoresdecreverunt ei et nomen mutaverunt: pro PixodaroEuangelus nominaretur. hodieque quotmensibusmagistratus in eum locum proficiscitur et eisacrificium facit, et si non fecerit, poena tenetur.","were planning to build the temple of Diana in marble, and debating whether to get the marble from Paros, Proconnesus, Heraclea , or Thasos, Pixodorus drove"
Ovid,The Epistles of Ovid,7.99-100,"Est mihi marmorea sacratus in aede Sychaeus
(Oppositae frondes velleraque alba tegunt).","I preserve, in a little chapel of marble, a pious statue of Sichæus, wreathed with flowers ... I was the wife of Sichæus; may the marble bear only this inscription: Æneas afforded the cause"
Ovid,The Epistles of Ovid,12.87-8,"Conscia sit Iuno sacris praefecta maritis,
     Et dea marmorea cuius in aede sumus!'","bear witness to this oath, and the goddess in whose marbletemple we are."" These declarations (and how small a"
Ovid,The Epistles of Ovid,15.141-2,"Antra vident oculi scabro pendentia tofo,
     Quae mihi Mygdonii marmoris instar erant;",that to me were more pleasant than the finest Phrygian marble. I find the grove that hath often afforded us
C. Suetonius Tranquillus,Divus Augustus,"Aug., 31","Pompei quoque statuam contra theatri eiusregiam marmoreo Iano superposuit translatam e curia,in qua C. Caesar fuerat occisus.","Caius Caesar had been killed, and placed it under a marble arch, fronting the palace attached to Pompey's theatre."
C. Suetonius Tranquillus,Caligula,"Cal., 55","Incitatoequo, cuius causa pridie circenses, ne inquietaretur, uiciniae silentium per milites indicere solebat, praeterequile marmoreum et praesaepe eburneum praeterquepurpurea tegumenta ac monilia e gemmis domumetiam et familiam et supellectilem dedit, quo lautiusnomine eius inuitati acciperentur; consulatum quoquetraditur destinasse.","might not be disturbed. For this favourite animal, besides a marble stable, an ivory manger, purple housings, and a jewelled"
C. Suetonius Tranquillus,Divus Claudius,"Cl., 1","ceterum exercitushonorarium ei tumulum excitauit, circa quem deincepsstato die quotannis miles decurreret Galliarumqueciuitates publice supplicarent. praeterea senatus interalia complura marmoreum arcum cum tropaeis uiaAppia decreuit et Germanici cognomen ipsiposterisque eius.","various other honours, decreed for him a triumphal arch of marble, with trophies, in the Appian Way , and gave"
C. Suetonius Tranquillus,Divus Claudius,"Cl., 11","ne Marcum quidem Antoniuminhonoratum ac sine grata mentione transmisit, testatus quondam per edictum, tanto impensius peterese ut natalem patris Drusi celebrarent, quod idemesset et aui sui Antonii. Tiberio marmoreum arcumiuxta Pompei theatrum, decretum quidem olim asenatu uerum omissum, peregit. Gai quoque etsi actaomnia rescidit, diem tamen necis, quamuis exordiumprincipatus sui, uetuit inter festos referri.","was likewise that of his grandfather Antony."" He completed the marble arch near Pompey's theatre, which had formerly been"
C. Suetonius Tranquillus,Divus Claudius,"Cl., 21"," circo ueromaximo marmoreis carceribus auratisque metis, quaeutraque et tofina ac lignea antea fuerant, excultopropria senatoribus constituit loca promiscue spectaresolitis; ac super quadrigarum certamina Troiae lusumexhibuit et Africanas, conficiente turma equitumpraetorianorum, ducibus tribunis ipsoque praefecto; praeterea Thessalos equites, qui feros tauros per spatiacirci agunt insiliuntque defessos et ad terram cornibusdetrahunt.","after every five courses. He embellished the Circus Maximus with marble barriers, and gilded goals, which before were of common"
C. Suetonius Tranquillus,Divus Julius,"Jul., 46","uillam in Nemorensi a fundamentisincohatam magnoque sumptu absolutam, quia nontota ad animum ei responderat, totam diruisse, quanquam tenuem adhuc et obaeratum; inexpeditionibus tessellata et sectilia pauimentacircumtulisse;",and that he carried about in his expeditions tesselated and marble slabs for the floor of his tent.
C. Suetonius Tranquillus,Divus Julius,"Jul., 85"," postea solidam columnam propeuiginti pedum lapidis Numidici in foro statuitinscripsitque “parenti patriae”. apud eam longotempore sacrificare, uota suscipere, controuersiasquasdam interposito per Caesarem iure iurandodistrahere perseuerauit.","They afterwards erected in the Forum a column of Numidian marble, formed of one stone nearly twenty feet high, and"
C. Suetonius Tranquillus,Nero,"Nero, 49","tunc uno quoque hinc inde instante ut quam primumse impendentibus contumeliis eriperet, scrobemcoram fieri imperauit dimensus ad corporis suimodulum, componique simul, si qua inuenirentur,frusta marmoris et aquam simul ac ligna conferricurando mox cadaueri, flens ad singula atqueidentidem dictitans: 'qualis artifex pereo!'","body, and the bottom to be covered with pieces of marble put together, if any could be found about the"
C. Suetonius Tranquillus,Nero,"Nero, 50","Funeratus est impensa ducentorum milium, stragulisalbis auro intextis, quibus usus Kal. Ian. fuerat. reliquias Egloge et Alexandria nutrices cum Acteconcubina gentili Domitiorum monimentocondiderunt, quod prospicitur e campo Martioimpositum colli Hortulorum. in eo monimento soliumporphyretici marmoris, superstante Lunensi ara, circumsaeptum est lapide Thasio.","that monument, a coffin of porphyry, with an altar of marble of Luna over it, is enclosed by a ... the perpendicular, are called the Muro Torto.-The Lunan marble was brought from quarries near a town of that ... was one of the Cyclades . It produced a grey marble much veined, but not in great repute."
M. Annaeus Lucanus,Pharsalia,5.71,,"solitary shore a grave Awaits thee, where Carystos' marble crags Appius was seized with fever as soon as"
M. Annaeus Lucanus,Pharsalia,8.823,,brighter in the days to come For that no marble tomb about him stands Nor lofty monument. That
M. Annaeus Lucanus,Pharsalia,9.619,,"Ethiop tribes who tilled the neighbouring lands Rigid in marble stood. The Gorgon sight No creature bore and ... spots unnumbered, more than those Which paint the Theban marble; horned snakes With spines contorted: like to torrid"
M. Annaeus Lucanus,Pharsalia,10.107,,"on its walls, but built in solid blocks Of marble, gleamed the palace. Agate stood In sturdy columns,"
Pliny the Elder,The Natural History,3.4,,"quality is found in the vicinity of Andujar. Gypsum and marble are found in great abundance, and stone for building ... Bætica there is cinnabar. There are also quarries of marble. The Emperor Vespasianus Augustus, while still harassed by the"
Pliny the Elder,The Natural History,3.20_,,"striking monuments of its grandeur; the Roman bridge of marble, which crosses the river Ariminus, erected by Augustus and Tiberius, and a triumphal arch of marble, erected in honour of Augustus. The river Ariminus is"
Pliny the Elder,The Natural History,3.26,,"with the rights of Roman citizens, and celebrated for its marble, Sicum, a place to which Claudius, the emperor lately"
Pliny the Elder,The Natural History,4.11,," the mountain afterwards known as Pentelicus, so famous for its marble, now called Mendeli or Penteli. , Ægialeus, Icarius, Hymettus"
Pliny the Elder,The Natural History,4.21,,"upon which are supposed to have been its quarries of marble. There are but few remains of the ancient city. ... Ellopiæ; it is still better known, however, for the marble of Carystus. This island used formerly to be called"
Pliny the Elder,The Natural History,4.22,,"seen at the modern Paroikia. The Parian Chronicle, inscribed on marble, and containing a chronicle of Grecian history from Cecrops, ... distant from Delos thirty-eight miles, and famous for its marbleChiefly obtained from a mountain called Marpessa. ; it"
Pliny the Elder,The Natural History,4.23,,"or 'green,' which Servius explains by the colour of its marble. Like Gyara, it was used as a place of"
Pliny the Elder,The Natural History,5.2,,"boundary of Numidia. This country produces nothing remarkable except its marble For the character of the Numidian marble, see Pliny, B. xxxvi. c. 7. and wild"
Pliny the Elder,The Natural History,5.25,,probably so called from the quarries of white stone or marble in its vicinity. Pelta and Tyrium are also equally
Pliny the Elder,The Natural History,5.29,,"fiuitful plain, near a mountain quarry of the celebrated Synnadic marble, which was white with red veins and spots. This marble was also called ""Docimiticus,"" from Docimia, a nearer place.... situate at the foot of a rock of fine white marble. It was partly destroyed in the Roman civil wars"
Pliny the Elder,The Natural History,5.31,,"of which only two columns are left, was of white marble. , but now of Didymæan Apollo, a distance ... Zillé, where he found a spring of water with marble steps to it, which he considers to have been"
Pliny the Elder,The Natural History,5.32,,"with an ancient oracle and a splendid temple of white marble. Parmenio, the general of Alexander, took the place by"
Pliny the Elder,The Natural History,5.38,,has a mountain called Pelennæus; and the Chian Marble is well known. It is 125 Dalechamps says 112
Pliny the Elder,The Natural History,5.42,,"considerable trade. The chief monument of antiquity here is the marble temple of the Emperor Augustus, built in his honour"
Pliny the Elder,The Natural History,5.44,,"Elaphonnesus Or ""Deer Island."" , from whence comes the Cyzican marble; it is also known by the names of Neuris"
Pliny the Elder,The Natural History,6.24,,"silver are held in esteem even there. They have a marble which resembles tortoise-shell in appearance; this, as well
silver are held in esteem even there. They have a marble which resembles tortoise-shell in appearance; this, as well
silver are held in esteem even there. They have a marble which resembles tortoise-shell in appearance; this, as well"
Pliny the Elder,The Natural History,7.21,,"speaks of similar minute works, executed by these artists in marble; but the account which he gives is scarcely credible"
Pliny the Elder,The Natural History,7.38,,"portrait except Apelles, and that no one should make a marble statue of him except Pyrgoteles, or a bronze one"
Pliny the Elder,The Natural History,7.39,,"CHAP. 39. (38.)—OF PAINTING; ENGRAVING ON BRONZE, MARBLE, AND IVORY; OF CARVING. King Attalus gave ... c. 4. has been ennobled by his works in marble, and more especially by his Cnidian Venus, which became"
Pliny the Elder,The Natural History,9.33,,"ccasioned by these nails. As lie was running over the marble pavement of the temple of Jerusalem, his foot slipped,"
Pliny the Elder,The Natural History,9.56,,"value found in Acarnania, being shapeless, rough, and of a marble hue; those are better which are found in the"
Pliny the Elder,The Natural History,12.5,,"more than he would have done amid the resplendence of marble, a multiplicity of paintings, and beneath a cieling refulgent"
Pliny the Elder,The Natural History,14.24,,"their wines when too flat, with potters' earth, pounded marble, salt, or sea-water; while in Italy, again, brown"
Pliny the Elder,The Natural History,14.25,,"else a pound and a half of salt, with poundedmarble as well: he makes mention of sulphur also, but"
Pliny the Elder,The Natural History,16.76,,"to be found knurs, Centra. like those in marble; these knurs are remarkably hard, and offer a resistance"
Pliny the Elder,The Natural History,17.1,,"to be seen erected in the atrium four columns of marble from Mount Hymettus, See B. xxxvi. cc. 3 and"
Pliny the Elder,The Natural History,23.24,,"As to wines which have been treated with marble, gypsum, or lime, See B. xiv. c. 24."
Pliny the Elder,The Natural History,24.102,,"tints are held by man, is found growing among the marble quarries of Arabia, on the side of Persia, a
"
Pliny the Elder,The Natural History,33.20_,,On marbleand other substances which do not admit of being
Pliny the Elder,The Natural History,33.21,,"it is found adhering to the gritty crust of marble, ""Marmoris glareæ."" Under this name, he no doubt... gems, it is seen interlaced with the molecules of the marble. The channels of these veins are found running in
"
Pliny the Elder,The Natural History,33.30_,,"and in sheets, alum; for lead and marble, resin. Lead is also united by the aid of"
Pliny the Elder,The Natural History,33.40_,,"of wax, and then polished with clean linen cloths, like marble, when made to shine. Persons employed in the manufactories ... made with it being more distinct, even on gold or marble, it is used for the inscriptions upon tombs."
Pliny the Elder,The Natural History,33.56,, a square form on the walls of rooms. the marble in it offering a resistance to the natural acridity
Pliny the Elder,The Natural History,35.1,,"the present day, it is completely banished in favour of marble, and even gold. For not only are whole walls now covered with marble, but the marble itself is carved out or else marqueted so as ... No longer now are we satisfied with formal compartitions of marble, or with slabs extended like so many mountains in ... of Nero that we discovered the method of inserting in marble spots that do not belong to it, and ... uniformity; and this, for the purpose of representing the marble of Numidia See B. xxxvi. c. 8. variegated"
Pliny the Elder,The Natural History,35.9,,Venus. He also ordered small paintings to be set in marble in the very hottest part of his Warm Baths;
Pliny the Elder,The Natural History,36.1,,LUXURY DISPLAYED IN THE USE OF VARIOUS KINDS OF MARBLE. IT now remains for us to speak of
Pliny the Elder,The Natural History,36.2,,"CHAP. 2.—WHO WAS THE FIRST TO EMPLOY MARBLEIN PUBLIC BUILDINGS. Indeed, while making these reflections... mention: and yet there has been no law passed, forbidding marble to be imported, or the seas to be traversed ... ) It may possibly be observed, that this was, because marble was not then introduced. Such, however, is not the ... pillars of Lucullan See Chapter 8 of this Book. marble, as much as eight-and-thirty feet in height,"
Pliny the Elder,The Natural History,36.3,,"WHO WAS THE FIRST TO ERECT COLUMNS OF FOREIGN MARBLE AT ROME. And yet it cannot be said... he who was the first to possess pillars of foreign marble, and in this same Palatium too, received from M. ... kind of luxury. The material, I should remark, was Hymettian marble, and the pillars were but six in number, and ... estimation in which they are held, who have worked in marble. We will, therefore, proceed to review the sculptors who"
Pliny the Elder,The Natural History,36.5,,"CHAP. 5. (6.)—AT WHAT PERIOD MARBLE WAS FIRST USED IN BUILDINGS. This must suffice for the sculptors in marble, and the works that have gained the highest repute;... in fashion. In making their statues, these artists used the marble of Thasos also, As well as that of Paros... rarely, of variegated marbles, and, indeed, of the employment of marble in general. Columns of this material were at first ... there had been a distinction drawn between ordinary stone and marble, in the days of Homer even. The poet speaks ... 735. being struck down with a huge mass of marble; but that is all; and when he describes"
Pliny the Elder,The Natural History,36.6,,"CHAP. 6.—WHO WERE THE FIRST TO CUT MARBLEINTO SLABS, AND AT WHAT PERIOD. I am not sure whether the art of cutting marble into slabs, is not an invention for which we ... Halicarnassus, the walls of which, in brick, are covered with marble of Proconnesus. Mausolus died in the second year of"
Pliny the Elder,The Natural History,36.7,,"FIRST TO ENCRUST THE WALLS OF HOUSES AT ROME WITH MARBLE. The first person at Rome who covered the whole of the walls of his house with marble, according to Cornelius Nepos, See end of B. ii... the columns of his house made of nothing but solid marble, and that, too, marble of Carystus See B. iv. c. 21. or"
Pliny the Elder,The Natural History,36.8,,"CHAP. 8.—AT WHAT PERIOD THE VARIOUS KINDS OF MARBLE CAME INTO USE AT ROME. M. Lepidus, who... to have the lintels of his house made of Numidian marble, a thing for which he was greatly censured: he ... instance that I can find of the introduction of Numidian marble; not in the form of pillars, however, or of slabs, as was the case with the marble of Carystus, above-mentioned, but in blocks, and that ... gave its name, it is very evident, to the Lucullan marble; for, taking a great fancy to it, he introduced it at Rome. While other kinds of marble are valued for their spots or their colours, this marble is entirely black. The black marbles, Ajasson remarks, are"
Pliny the Elder,The Natural History,36.9,,"CHAP. 9.—THE METHOD OF CUTTING MARBLE INTO SLABS. THE SAND USED IN CUTTING MARBLE. But whoever it was that first invented the art of thus cutting marble, and so multiplying the appliances of luxury, he displayed ... send to Æthiopia for the purpose of preparing our marble—aye, and as far as India even; whereas in... so smooth a face upon it. Still, however, for polishing marble, we find it recommended A recommendation worse than useless, ... several varieties of sand used by the ancients in dividing marble. More recently, a sand has been discovered that is ... present day, however, the fraudulent tendencies of our workers in marble have emboldened them to use any kind of river-"
Pliny the Elder,The Natural History,36.10_,,"STONE OF NAXOS. STONE OF ARMENIA. For polishing marble statues, as also for cutting and giving a polish"
Pliny the Elder,The Natural History,36.11,,"what place is there, in fact, that has not a marble of its own? In addition to which, in our... it our care to mention the more celebrated kinds of marble. Still, however, they are not all of them produced ... them the most precious even, the green Lace-dæmonian marble, for example, more brilliant in colour than any other;... marbles themselves, in the arrangement of their spots: the Augustan marble has them undulated and curling to a point; whereas... manganese. from its ashy colour. There is also a marbleknown as ""memphites,"" from the place Memphis, in Egypt."
Pliny the Elder,The Natural History,36.13,,"considered to be the same with the ""lychnitis,"" or white marble, mentioned in Chapter 4 of this Book. Ajasson is ... Ajasson is in doubt whether this stone was really a marble or a gypsic alabaster. It received its name from ... was found; and it was also known as Sangaric marble. Ajasson thinks that the ancient milk-white marble, still found in Italy, and known to the dealers ... been the ""corallitic"" stone. He also mentions the fine white marble known as Grechetto. stone, found in Asia, ... the present passage Pliny is speaking of a kind of marble. It is the fact, however, that Pyrolusite, or grey"
Pliny the Elder,The Natural History,36.17,,"built of Æthiopian stone, It was entirely coated with marble from the Thebaid; which, however was removed by the"
Pliny the Elder,The Natural History,36.19,,"thing that surprises me, the building is constructed of Parian marble, while throughout the other parts of it the columns"
Pliny the Elder,The Natural History,36.22,,"erect an ivory statue of Jupiter within, with Apollo in marble crowning him. The result is, that the interstices quite"
Pliny the Elder,The Natural History,36.24,,"was surrounded with an open peristyle of columns of Phrygian marble. with its admirable Phrygian columns; the Forum of... this fact into consideration, only calculate the vast masses of marble, the productions of painters, the regal treasures that must ... mentioned in B. xvii. c. 1. pillars of Hymettian marble. The ground-storey was of marble, the second of glass, a species of luxury which ... Upon these works, too, he erected three hundred statues of marble or bronze, and four hundred marble columns; and all this in the space of a... most diligent enquirer into the operations of Nature, that the marble there grows in the quarries; and those who work"
Pliny the Elder,The Natural History,36.28,,"of calcareous tufa, Ajasson thinks. is similar to Parian marble in hardness and whiteness, but is not so heavy."
Pliny the Elder,The Natural History,36.29,,"Orig. B. xvi. c. 4. are harder than Parian marble. He states, also, that the silex of Luna"
Pliny the Elder,The Natural History,36.43,,"been identified. Parian stone may probably have been white Parian marble. stone, is not so well adapted for medicinal"
Pliny the Elder,The Natural History,36.46,," there was a stone found in Cappadocia, as hard as marble, white, and transparent even in those parts where red ... seems to think that it was very similar to Parian marble, which was sometimes called by this name. It ... stone This is more likely to apply to a white marble than to a calcareous or gypseous spar. Suetonius says,"
Pliny the Elder,The Natural History,36.55,,"three layers of sanded mortar, and two of marbled Pounded marble mixed with quicklime. mortar upon that. In damp"
Pliny the Elder,The Natural History,36.59,,"Book. or else of a grain like that of marble. In Syria, they select the hardest stones for the"
Pliny the Elder,The Natural History,37.4,," engraver than Pyrgoteles, See B. vii. c. 38; where marble is the substance named. There are still two gems"
Pliny the Elder,The Natural History,37.17,,"""Cetarias,"" there, there was formerly a lion in marble, with eyes made of smaragdi; the brilliancy of which"
Pliny the Elder,The Natural History,37.25,,"not speak of a ruby, but the well-known black marble of Chio; though he calls both carbunculus, ... its likeness to a burning coal, and to the black marble on account of its resemblance to a quenched coal"
Pliny the Elder,The Natural History,37.62,,"it allures all kinds of wild beasts. Lysimachos resembles Rhodian marble, with veins of gold: in polishing it, it is"
Pliny the Elder,The Natural History,37.70_,,"smell. Zmilampis is found in the river Euphrates: it resembles marble of Proconnesus in appearance, and is of a seagreen"
Titus Livius,The History of Rome,31.26,,"of building as well as for the abundance of native marble and the genius of its architects, and therefore it"
Titus Livius,The History of Rome,37.3,,He also set up in front of the arch two marble basins. During this time forty-three of the Aetolian
Titus Livius,The History of Rome,41.20 or 41.21?,,At Tegea he began the construction of a magnificent marble theatre. At Cyzicus he furnished vessels of gold
Titus Livius,The History of Rome,42.3,,"would be enhanced, he thought, if it were roofed with marble tiles, and with this object he went down to"
Titus Livius,The History of Rome,31.26,,"embellished with works of that kind, having plenty of indigenous marble, and abounding with artists of exquisite ingenuity. Nor"
